,0
487,"The 1916 Iowa Senate elections took place as part of the biennial 1916 United States elections. Iowa voters elected state senators in 30 of the senate's 50 districts. State senators serve four-year terms in the Iowa Senate.
A statewide map of the 50 state Senate districts in the 1916 elections is provided by the Iowa General Assembly here.
The primary election on June 5, 1916, determined which candidates appeared on the November 7, 1916 general election ballot.Following the previous election, Republicans had control of the Iowa Senate with 35 seats to Democrats' 15 seats.
To claim control of the chamber from Republicans, the Democrats needed to net 11 Senate seats.
Republicans maintained control of the Iowa State Senate following the 1916 general election with the balance of power shifting to Republicans holding 40 seats and Democrats having 10 seats (a net gain of 5 seats for Republicans)."
488,"Treski   is a village in Setomaa Parish, Võru County in southeastern Estonia."
489,"Anti-capitalism is a political ideology and movement encompassing a variety of attitudes and ideas that oppose capitalism. In this sense, anti-capitalists are those who wish to replace capitalism with another type of economic system, such as socialism or communism."
490,"Andrew Christian Wiggins (born February 23, 1995) is a Canadian professional basketball player for the Golden State Warriors of the National Basketball Association (NBA). He was selected with the first overall pick in the 2014 NBA draft by the Cleveland Cavaliers after one year of college basketball with the Kansas Jayhawks.
Wiggins grew up in Canada before attending his last two years of high school in the United States, where he was named a McDonald's All-American. At Kansas, he was named a second-team consensus All-American before becoming the second Canadian to be selected No. 1 overall in an NBA draft. After a preseason trade to the Minnesota Timberwolves, Wiggins earned NBA Rookie of the Year honors for the 2014–15 season. After five and a half seasons with Minnesota, he was traded to Golden State in 2020. In 2022, Wiggins won his first NBA championship and was selected for his first NBA All-Star game, and was named a Western Conference starter. He has also been a member of the Canadian national team.

"
491,"Oakley was a railway station on the West of England Main Line in Hampshire, England which served the village of Oakley."
492,"The Bauxite and Northern Railway (reporting mark BXN) is a Class III railroad operating in the United States state of Arkansas.  BXN operates over 3 miles (4.8 km) of track in Bauxite, Arkansas.  Traffic consists of largely of alumina, and the railroad hauls 4,059 carloads per year.  In 2005, the railroad was purchased by holding company RailAmerica. In December 2012, Genesee & Wyoming acquired the railroad in its acquisition of RailAmerica."
493,"Two ships of the United States Coast Guard were named Yamacraw:

USCGC Yamacraw (1909)
USCGC Yamacraw (WARC-333)"
494,"The 1977–78  Gonzaga Bulldogs men's basketball team represented Gonzaga University during the 1977–78 NCAA Division I basketball season. Members of the Big Sky Conference, the Bulldogs were led by 
sixth-year head coach Adrian Buoncristiani and played their home games on campus at Kennedy Pavilion in Spokane, Washington. They were 14–15 in the regular season and 7–7 in conference play.Gonzaga was fifth in the regular season standings and did not qualify for the four-team conference tournament.No Bulldogs were named to the all-conference team; senior guard Jim DeWeese was on the second team, while
junior center Paul Cathey and junior guard Scott Finnie were honorable mention.Weeks after the conclusion of the season, Buoncristiani was encouraged to resign in April, days before letter of intent signing day. He was succeeded by Dan Fitzgerald, an assistant at Santa Clara; he was an  assistant during ABC's first two years with the Bulldogs and also a teammate from high school (St. Ignatius) in San Francisco."
495,"Eight ships of the Royal Navy have borne the name HMS Bellona after Bellona, the goddess of war in Roman mythology:

HMS Bellona (1747) was a 30-gun sixth rate, formerly the French privateer Bellone. She was captured in 1747, and sold in 1749.
HMS Bellona (1760) was a 74-gun third rate, launched in 1760 and broken up in 1814.
HMS Bellona (1794) was a 3-gun vessel purchased in 1794. She was used as a mud boat from 1799 and was broken up in 1805.
HMS Bellona (1806) was a 28-gun sixth rate, formerly the French privateer Bellone. She was captured in 1806, renamed HMS Blanche in 1809, and was broken up in 1814.
HMS Bellona was a 74-gun third rate launched in 1812 as HMS Indus. She was renamed HMS Bellona in 1818, used for harbour service from 1840 and was broken up in 1868.
HMS Bellona (1890) was a third-class cruiser launched in 1890 and sold in 1906.
HMS Bellona (1909) was a Boadicea-class scout cruiser launched in 1909 and sold in 1921.
HMS Bellona (63) was a modified Dido-class light cruiser launched in 1942, on loan to the Royal New Zealand Navy from 1948 to 1956, and broken up in 1959.See also:

Bellona (1782) was a merchantman, launched in 1782 at Limehouse, notable for carrying the first free settlers to New South Wales in 1792-3 for the British East India Company, and captured and scuttled by French privateers in 1811."
496,"Beauty Has Grace is the Christian singer Jaci Velasquez' fifth studio album. It marks a departure in style from her previous albums, having been recorded in London, England, with Martin Terefe (A-Ha, Ron Sexsmith, Leona Naess, KT Tunstall). She co-wrote six of the ten album tracks.
Velasquez decided to name the album ""Kensaltown"", after Kensal Town and the studio where she recorded and wrote the album, but the label was concerned that people would confuse ""Kensaltown"" with ""Tinsel Town"" so they changed it to Beauty Has Grace, a line in the song ""This Love"". The release date for the album was pushed back several times to May 3. The label also changed the track listing of the album which first featured the song ""Hold On to This Moment"", but it was replaced for ""Reason to Believe""
Reviews for the album were favorable, calling Velasquez's musical change ""the boldest, smartest Christian music artistic shift in recent memory"". A special edition of the album was released by Family Christian Stores with a bonus track, ""Love Will Find You""."
497,"Michael Steward Heath (born April 9, 1964) is an American former competition swimmer who specialized in freestyle events.  He is a three-time Olympic gold medalist, and a former world record-holder in two relay swimming events.  A native of Texas, he won two national collegiate championship competing for the University of Florida.  During his elite swimming career, Heath won ten medals in major international championships, including seven golds, two silvers and a bronze, spanning the Olympic Games, FINA World Championships, and Pan Pacific Championships."
498,"Golakhvor (Persian: گل اخور, also Romanized as Golākhvor and Golākhūr; also known as Kūrah Khīl, Kūrehl, Kuriagil, and Kyuryagil’) is a village in Arzil Rural District, Kharvana District, Varzaqan County, East Azerbaijan Province, Iran. At the 2006 census, its population was 420, in 103 families."
499,"The 2015 Asian Archery Championships were the 19th edition of the event, and were held in Bangkok, Thailand from 3 to 8 November 2015. This acted as a qualifying tournament for the 2016 Summer Olympics."
